"Nome da campanha","Segmentos de público","Nome do anúncio","Status de veiculação","Nível de veiculação",Frequência,Impressões,"Hook Rate","Reproduções de 100% do vídeo","Valor usado (BRL)","Cliques no link","Visualizações da página de destino do site","CPC (custo por clique no link)","CTR (todos)","CPM (custo por 1.000 impressões)","Tipo de resultado","Custo por resultado","Finalizações de compra iniciadas","Taxa de conversão",Resultados,"ROAS (retorno sobre o investimento em publicidade) das compras","Tipo de valor de resultado","Valor dos resultados","Início dos relatórios","Encerramento dos relatórios"
"[C] [TONS] [PB DR]",engaged,tons_dr-ursinho-melasma4-13-10-2025,inactive,ad,2.07765511,55891,0.31463026,,2703.69185446,1826,1432,1.48066367,,48.37436894,"Compras no site",87.21586627,177,0.016977,31,2.5798872,"Valor de conversão da compra no site",6975.22,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",prospecting,tons2_rmkt_20-10-2025-pagdenavita,not_delivering,ad,2.29586261,55879,0,,1206.37427392,435,361,2.77327419,,21.58904551,"Compras no site",70.96319258,96,0.03908046,17,3.09893876,"Valor de conversão da compra no site",3738.48,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",engaged,"AD3 — Cópia",inactive,ad,2.47354661,55823,0,,1383.57176021,570,393,2.42731888,,24.78497681,"Compras no site",86.47323501,100,0.02807018,16,1.52933159,"Valor de conversão da compra no site",2115.94,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",existing,"AD - BOFU 1",inactive,ad,2.496187,55318,0.00077732,,2102.34152743,438,330,4.7998665,,38.0046554,"Compras no site",58.39837576,103,0.08219178,36,3.18830214,"Valor de conversão da compra no site",6702.9,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",engaged,"TESTE CRIATIVOS COMENTARIOS",inactive,ad,1.42680311,55213,0.3077355,,1541.72141595,1469,1303,1.04950403,,27.92315969,"Compras no site",59.29697754,247,0.01769912,26,3.22676325,"Valor de conversão da compra no site",4974.77,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS 1",not_delivering,ad,2.73216762,55157,0.23217361,,692.47682652,923,562,0.75024575,,12.55464994,"Compras no site",138.4953653,30,0.00541712,5,1.29199991,"Valor de conversão da compra no site",894.68,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"ADS - RAIZA 3",archived,ad,2.65967929,55066,0.12949915,,1223.20583951,606,452,2.01849148,,22.21345003,"Compras no site",37.06684362,154,0.05445545,33,4.65952648,"Valor de conversão da compra no site",5699.56,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",engaged,AD10,inactive,ad,1.94146738,54961,0.24118921,,2116.31935979,1382,1164,1.53134541,,38.50583795,"Compras no site",88.17997332,163,0.01736614,24,2.66792437,"Valor de conversão da compra no site",5646.18,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,AD3,not_delivering,ad,3.1793964,54781,0,,703.57,278,160,2.53082734,,12.84332159,"Compras no site",63.96090909,40,0.03956835,11,3.14864193,"Valor de conversão da compra no site",2215.29,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"ADS - ISA 2",inactive,ad,1.26930951,54560,0.3043805,,1414.72479602,447,364,3.16493243,,25.92970667,"Compras no site",101.05177114,48,0.03131991,14,1.68319662,"Valor de conversão da compra no site",2381.26,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",engaged,"AD1 - VERAO",not_delivering,ad,3.16689895,54534,0,,1484.65126971,549,417,2.70428282,,27.22432372,"Compras no site",40.12570999,170,0.06739526,37,5.04777125,"Valor de conversão da compra no site",7494.18,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - MOFU",inactive,ad,1.76404348,54202,0.05604959,,521.78736571,200,157,2.60893683,,9.62671794,"Compras no site",104.35747314,20,0.025,5,1.4713848,"Valor de conversão da compra no site",767.75,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - EVELYN TOFU",inactive,ad,1.26614957,54195,0.3848879,,1242.19145375,757,562,1.64093983,,22.92077597,"Compras no site",73.07008551,79,0.02245707,17,2.38976849,"Valor de conversão da compra no site",2968.55,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"AD - ISA MOFU LP DANI",inactive,ad,1.57588285,54130,0.47760946,,1645.2672808,921,818,1.78639227,,30.39474009,"Compras no site",60.93582521,90,0.02931596,27,2.70856903,"Valor de conversão da compra no site",4456.32,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",engaged,"AD - MORGANA TOFU",active,ad,4.11444867,54105,0.0054154,,593.64793117,1205,609,0.49265388,,10.97214548,"Compras no site",65.96088124,44,0.00746888,9,2.70342052,"Valor de conversão da compra no site",1604.88,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"ADS - EVELYN",inactive,ad,2.08353932,53947,0,,687.39705962,272,232,2.52719507,,12.74208129,"Compras no site",85.92463245,38,0.02941176,8,1.67770575,"Valor de conversão da compra no site",1153.25,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - LARI MOFU",not_delivering,ad,1.92453438,53733,0.2841829,,688.5786558,642,528,1.07255242,,12.81481875,"Compras no site",68.85786558,36,0.01557632,10,2.9503819,"Valor de conversão da compra no site",2031.57,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,"ADS2 - VM — Cópia",inactive,ad,2.57342926,53656,0,,2109.42559204,637,536,3.31150014,,39.31388087,"Compras no site",68.04598684,128,0.04866562,31,3.21816993,"Valor de conversão da compra no site",6788.49,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"AD - LUCIANA MOFU 2",inactive,ad,2.43342441,53438,0.23021071,,1136.42906875,1467,1009,0.77466194,,21.26630991,"Compras no site",47.3512112,71,0.01635992,24,4.31949528,"Valor de conversão da compra no site",4908.8,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - RMK NIVER",inactive,ad,2.94548966,53387,9.366E-5,,962.94154259,551,314,1.7476253,,18.03700419,"Compras no site",45.85435917,88,0.03811252,21,4.11197339,"Valor de conversão da compra no site",3959.59,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - MOFU ANA ELISA — Cópia",not_delivering,ad,2.01732814,53320,0.2208177,,828.1047008,1398,964,0.59234957,,15.53084585,"Compras no site",276.03490027,19,0.00214592,3,0.69039579,"Valor de conversão da compra no site",571.72,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",engaged,"ADS - ESPINHA",inactive,ad,1.6597553,53313,0.4238741,,1872.89028813,1464,972,1.27929664,,35.13008625,"Compras no site",117.05564301,86,0.01092896,16,1.76236698,"Valor de conversão da compra no site",3300.72,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"ADS - 4",inactive,ad,2.32857205,53308,0.20531628,,1436.74841906,678,518,2.11909796,,26.95183498,"Compras no site",53.21290441,67,0.03982301,27,3.87647547,"Valor de conversão da compra no site",5569.52,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - MOFU ate 14-05",not_delivering,ad,1.44939382,53200,0.28503759,,485.4044181,577,385,0.84125549,,9.1241432,"Compras no site",69.3434883,23,0.01213172,7,3.06600011,"Valor de conversão da compra no site",1488.25,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",prospecting,"AD - BOFU 5",not_delivering,ad,1.51610972,53173,0.34397156,,2555.53531494,1430,1108,1.78708763,,48.06076984,"Compras no site",121.69215785,179,0.01468531,21,1.80276515,"Valor de conversão da compra no site",4607.03,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,AD2,inactive,ad,2.75774078,53172,0.07616791,,660.43521133,313,237,2.11001665,,12.42073293,"Compras no site",66.04352113,40,0.03194888,10,2.67569017,"Valor de conversão da compra no site",1767.12,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",prospecting,"AD2 - VERAO",inactive,ad,1.79947086,53052,0,,1107.95965913,458,390,2.41912589,,20.88440887,"Compras no site",100.72360538,78,0.02401747,11,2.05226786,"Valor de conversão da compra no site",2273.83,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",existing,tons1_rmkt_20-10-2025,not_delivering,ad,3.65183806,52948,0,,1674.03606639,567,421,2.95244456,,31.61660622,"Compras no site",52.31362707,156,0.05643739,32,3.77832361,"Valor de conversão da compra no site",6325.05,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,AD2,archived,ad,2.31043368,52902,0.10829458,,716.86393587,384,268,1.86683317,,13.55079082,"Compras no site",42.16846682,66,0.04427083,17,5.04240738,"Valor de conversão da compra no site",3614.72,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"ADS - ANA ELISA 3",inactive,ad,2.3988379,52844,0.28080766,,1382.02215746,642,491,2.15268249,,26.15286802,"Compras no site",86.37638484,72,0.02492212,16,1.77675154,"Valor de conversão da compra no site",2455.51,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"ADS 4",inactive,ad,2.71526243,52820,0.18174934,,1006.50634708,2518,1747,0.39972452,,19.05540225,"Compras no site",62.90664669,55,0.00635425,16,2.82336024,"Valor de conversão da compra no site",2841.73,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,24-12,archived,ad,1.53890431,52669,0.1493668,,844.73888121,378,306,2.23475895,,16.03863527,"Compras no site",70.39490677,89,0.03174603,12,2.46460776,"Valor de conversão da compra no site",2081.95,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",existing,"AD - LUCIANA MOFU 2 — Cópia",inactive,ad,2.02756497,52666,0.35250446,,2597.06120171,1369,1046,1.89704982,,49.31191284,"Compras no site",57.71247115,148,0.03287071,45,3.12944108,"Valor de conversão da compra no site",8127.35,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",prospecting,"AD - RMKT DANI 2",inactive,ad,1.70483394,52514,0,,1874.41,463,353,4.04840173,,35.69352934,"Compras no site",60.46483871,83,0.06695464,31,2.72221659,"Valor de conversão da compra no site",5102.55,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",engaged,"tons 3 - 25-11",inactive,ad,1.49451614,52462,0.46172468,,1873.66492554,1603,1343,1.16884899,,35.71470637,"Compras no site",58.55202892,238,0.01996257,32,3.14911163,"Valor de conversão da compra no site",5900.38,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",prospecting,"ADS1 - VM — Cópia",inactive,ad,2.07867147,51946,0,,1759.10796946,503,383,3.49723254,,33.86416605,"Compras no site",62.82528462,80,0.055666,28,3.3285734,"Valor de conversão da compra no site",5855.32,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - DANI TOFU 2",not_delivering,ad,1.26521846,51254,0.14018418,,319.6289879,225,92,1.42057328,,6.23617645,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",existing,04-04,not_delivering,ad,3.00193492,51198,0.00628931,,2045.49793079,703,594,2.90966989,,39.95269211,"Compras no site",42.61454022,236,0.06827881,48,5.63571824,"Valor de conversão da compra no site",11527.85,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - NIVER",not_delivering,ad,2.88568684,51068,0.00301559,,893.62105113,554,372,1.61303439,,17.49864986,"Compras no site",52.56594418,63,0.03068592,17,4.77290681,"Valor de conversão da compra no site",4265.17,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",engaged,AD2,active,ad,2.62444044,51006,0,,1159.95790234,939,721,1.23531193,,22.74159711,"Compras no site",96.66315853,85,0.01277955,12,2.0082884,"Valor de conversão da compra no site",2329.53,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS 1",not_delivering,ad,1.56614816,50845,0.16123513,,552.96843904,232,140,2.38348465,,10.87557162,"Compras no site",55.2968439,33,0.04310345,10,3.31691625,"Valor de conversão da compra no site",1834.15,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",prospecting,"AD11 - EVELYN",inactive,ad,1.96017426,50843,0.2372598,,814.35588102,641,501,1.27044599,,16.01706982,"Compras no site",38.77885148,76,0.03276131,21,4.89090838,"Valor de conversão da compra no site",3982.94,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",prospecting,"AD - EVELYN NIVER 2 — Cópia",not_delivering,ad,1.30866097,50195,0.2778962,,1126.91554876,336,271,3.35391532,,22.45075304,"Compras no site",75.12770325,56,0.04464286,15,2.08280914,"Valor de conversão da compra no site",2347.15,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS 5",not_delivering,ad,1.56994104,50056,0.12677801,,974.38175816,316,288,3.08348658,,19.46583343,"Compras no site",54.1323199,69,0.05696203,18,2.51326544,"Valor de conversão da compra no site",2448.88,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"ADS - RAIZA 3",archived,ad,3.33517692,50051,0.11330443,,1187.87624851,418,298,2.84180921,,23.73331699,"Compras no site",35.99624995,90,0.07894737,33,7.43308069,"Valor de conversão da compra no site",8829.58,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - RMK NIVER 4",inactive,ad,1.94958082,49765,0.08708932,,683.22084246,216,180,3.16305946,,13.72894288,"Compras no site",45.54805616,34,0.06944444,15,2.93512709,"Valor de conversão da compra no site",2005.34,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",prospecting,"AD - TOFU MARCELA 17-05",active,ad,1.57987349,49202,0.12975082,,432.51225556,346,271,1.25003542,,8.79054216,"Compras no site",144.17075185,32,0.00867052,3,1.19122636,"Valor de conversão da compra no site",515.22,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",prospecting,"AD- NIVER 5",not_delivering,ad,1.37084829,48868,0,,242.45,105,68,2.30904762,,4.96132438,,,3,0,0,0.14110126,"Valor de conversão da compra no site",34.21,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - RAIZA TOFU — Cópia",inactive,ad,2.51708851,48829,0.18550452,,1546.16758398,855,659,1.80838314,,31.66494468,"Compras no site",103.07783893,88,0.01754386,15,2.21435893,"Valor de conversão da compra no site",3423.77,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",existing,"AD - MORGANA TOFU",active,ad,3.47948334,48758,0.04819722,,783.79488967,993,489,0.78932013,,16.07520591,"Compras no site",35.62704044,54,0.02215509,22,6.79564267,"Valor de conversão da compra no site",5326.39,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",prospecting,"AD - ISA MOFU",inactive,ad,1.17361178,48611,0.48248339,,1661.73472464,772,727,2.15250612,,34.18433533,"Compras no site",97.74910145,52,0.02202073,17,1.7287657,"Valor de conversão da compra no site",2872.75,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - NIVER — Cópia",inactive,ad,1.55093008,48358,0,,628.14282647,260,175,2.41593395,,12.98942939,"Compras no site",89.7346895,27,0.02692308,7,2.72121232,"Valor de conversão da compra no site",1709.31,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",existing,"AD - RMKT PERFIL MORG + DENA",inactive,ad,3.21413791,48151,0.00012461,,443.54471989,284,115,1.56177718,,9.21153704,"Compras no site",88.70894398,25,0.01760563,5,2.44674314,"Valor de conversão da compra no site",1085.24,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",engaged,"AD - RMKT DANI 2",inactive,ad,2.23077282,47743,0,,1980.09,590,459,3.35608475,,41.47393335,"Compras no site",63.87387097,80,0.05254237,31,3.1988142,"Valor de conversão da compra no site",6333.94,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"ADS - DANI",inactive,ad,2.32522113,47581,0,,1139.61895638,432,330,2.63800684,,23.95113504,"Compras no site",42.2081095,71,0.0625,27,3.8824907,"Valor de conversão da compra no site",4424.56,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - NIVER 1",inactive,ad,2.13259346,47463,0.00065314,,462.10299632,284,187,1.62712323,,9.73606802,"Compras no site",46.21029963,26,0.03521127,10,4.1156842,"Valor de conversão da compra no site",1901.87,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",prospecting,"ADS - RMKT",not_delivering,ad,1.75136956,47315,0,,1760.35432053,646,483,2.72500669,,37.20499462,"Compras no site",46.3251137,109,0.05882353,38,3.44390895,"Valor de conversão da compra no site",6062.5,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - MOFU teste ate 08-05 — Cópia",active,ad,2.45488212,47065,0.17645809,,1146.8018361,1056,729,1.08598659,,24.36634093,"Compras no site",88.21552585,53,0.01231061,13,1.85623177,"Valor de conversão da compra no site",2128.73,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - JADE TOFU 19-05 BM JADE + DENA",inactive,ad,1.41126336,46861,0.11435949,,471.5755706,171,112,2.75775187,,10.06328441,"Compras no site",157.19185687,4,0.01754386,3,1.19032884,"Valor de conversão da compra no site",561.33,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",existing,"ADS 3 — Cópia",not_delivering,ad,1.52755566,46039,0.31866461,,1429.28544729,749,485,1.90825827,,31.04510192,"Compras no site",142.92854473,59,0.01335113,10,1.6093986,"Valor de conversão da compra no site",2300.29,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,AD2,archived,ad,2.07855626,46013,0.11657575,,533.11574314,372,249,1.43310684,,11.58619832,"Compras no site",76.15939188,38,0.0188172,7,2.272771,"Valor de conversão da compra no site",1211.65,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"AD - MOFU teste ate 08-05 — Cópia — Cópia",inactive,ad,1.53301713,45897,0.44113994,,1219.72897512,632,439,1.92995091,,26.57535297,"Compras no site",67.76272084,82,0.02848101,18,2.81195255,"Valor de conversão da compra no site",3429.82,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"AD - EVELYN",inactive,ad,2.56662928,45763,0.06420034,,648.48735777,333,251,1.94740948,,14.17056045,"Compras no site",46.32052555,54,0.04204204,14,4.04451986,"Valor de conversão da compra no site",2622.82,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - BOFU — Cópia",inactive,ad,2.22125655,45749,0.07626396,,519.32279845,123,91,4.22213657,,11.35156612,"Compras no site",51.93227985,25,0.08130081,10,3.78465957,"Valor de conversão da compra no site",1965.46,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"ADS - ANA ELISA 3",inactive,ad,2.61486951,45687,0.26219712,,1230.35192069,507,380,2.42672963,,26.93002212,"Compras no site",34.17644224,97,0.07100592,36,5.55468715,"Valor de conversão da compra no site",6834.22,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - RMK  EVELYN 18-05 PERFIL DENA — Cópia — Cópia",inactive,ad,1.19980012,45620,0.0064007,,301.82,131,78,2.30396947,,6.61595791,,,5,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",prospecting,"tons3_rmkt_01-09-2025 — Cópia",inactive,ad,1.86384996,45614,0,,946.19183836,480,418,1.971233,,20.74345241,"Compras no site",63.07945589,58,0.03125,15,3.35338974,"Valor de conversão da compra no site",3172.95,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",engaged,"AD - BOFU 5",not_delivering,ad,2.15073217,45531,0.27875513,,2320.28746134,1213,880,1.91285034,,50.96060841,"Compras no site",96.67864422,138,0.01978566,24,2.60174228,"Valor de conversão da compra no site",6036.79,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,AD4,inactive,ad,2.57221217,45487,0.10860246,,415.17158801,921,479,0.45078348,,9.12725807,"Compras no site",41.5171588,26,0.01085776,10,4.17745349,"Valor de conversão da compra no site",1734.36,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",engaged,"AD - BOFU — Cópia — Cópia",active,ad,2.22723258,45391,0.1155956,,1326.03486477,523,401,2.53543951,,29.21360765,"Compras no site",94.71677606,69,0.02676864,14,1.50691362,"Valor de conversão da compra no site",1998.22,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,AD3,inactive,ad,1.7436676,45365,0.06948088,,355.24,130,101,2.73261538,,7.83070649,"Compras no site",88.81,20,0.03076923,4,2.05849566,"Valor de conversão da compra no site",731.26,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS 3 - NOVO VM — Cópia",not_delivering,ad,1.55644772,45165,0.29498505,,652.7467282,297,232,2.19780043,,14.45249038,"Compras no site",50.21128678,43,0.04377104,13,4.17360958,"Valor de conversão da compra no site",2724.31,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"Rmkt Dani 2 — Cópia",archived,ad,1.74230202,44927,0,,1124.97928474,418,368,2.691338,,25.04016037,"Compras no site",43.26843403,120,0.06220096,26,4.28431889,"Valor de conversão da compra no site",4819.77,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"AD - ISA MOFU LP DANI",inactive,ad,1.54516051,44907,0.46155388,,1306.0345422,598,532,2.18400425,,29.08309489,"Compras no site",87.06896948,71,0.02508361,15,2.82642601,"Valor de conversão da compra no site",3691.41,2026-01-01,2026-05-25
